age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,previous,poutcome,deposit
30,student,single,tertiary,no,37,yes,no,cellular,may,20,1,0,unknown,no
60,retired,married,primary,no,346,no,no,cellular,aug,90,6,0,unknown,no
35,admin.,divorced,secondary,no,1521,yes,no,cellular,nov,190,1,0,unknown,yes
56,self-employed,married,tertiary,yes,14,no,no,cellular,nov,112,1,0,unknown,no
36,management,single,tertiary,no,220,yes,no,cellular,may,452,1,2,failure,yes
38,blue-collar,married,primary,no,50,yes,no,telephone,nov,629,1,1,other,yes
31,student,single,tertiary,no,5132,no,no,cellular,sep,290,3,3,failure,yes
40,services,married,secondary,no,105,yes,no,unknown,jun,110,1,0,unknown,no
34,admin.,married,tertiary,no,406,yes,yes,cellular,nov,53,2,0,unknown,no
39,management,married,tertiary,no,574,no,no,cellular,sep,309,2,0,unknown,no
56,admin.,married,secondary,no,260,no,yes,cellular,nov,117,1,0,unknown,no
52,blue-collar,married,secondary,no,-167,yes,yes,unknown,may,119,1,0,unknown,no
28,admin.,married,secondary,no,680,yes,yes,cellular,may,644,1,2,success,yes
40,services,divorced,primary,no,13,yes,no,cellular,may,163,2,0,unknown,no
32,technician,married,secondary,no,86,no,yes,cellular,may,249,3,0,unknown,yes
23,management,single,tertiary,no,723,yes,no,cellular,apr,431,2,2,other,yes
50,housemaid,divorced,primary,no,188,yes,no,unknown,may,202,3,0,unknown,no
32,management,single,tertiary,no,1797,yes,no,cellular,jan,1146,4,0,unknown,no
36,blue-collar,divorced,primary,no,-315,yes,no,cellular,may,719,1,0,unknown,yes
49,unemployed,married,tertiary,no,538,no,no,cellular,may,151,1,2,failure,no
23,student,single,secondary,no,1243,no,no,cellular,oct,353,2,0,unknown,yes
36,admin.,married,secondary,no,170,no,no,cellular,feb,277,1,0,unknown,yes
30,admin.,single,secondary,no,520,yes,yes,unknown,may,1056,1,0,unknown,yes
37,technician,single,secondary,no,408,no,no,cellular,aug,848,1,0,unknown,yes
29,self-employed,single,tertiary,no,348,yes,no,unknown,may,1508,2,0,unknown,yes
29,blue-collar,single,primary,no,285,yes,no,cellular,may,557,1,1,other,yes
27,services,single,secondary,no,1983,yes,no,cellular,jul,1014,1,0,unknown,yes
36,admin.,married,tertiary,no,2736,no,no,unknown,jun,205,4,0,unknown,no
55,admin.,married,secondary,no,1607,no,no,cellular,jun,89,2,0,unknown,yes
31,blue-collar,single,tertiary,no,573,no,no,unknown,nov,117,1,0,unknown,yes
31,blue-collar,married,secondary,no,798,yes,no,cellular,sep,242,1,0,unknown,no
22,student,single,secondary,no,84,no,no,cellular,jan,148,2,0,unknown,yes
46,admin.,single,secondary,no,1563,yes,no,cellular,oct,418,1,0,unknown,yes
36,blue-collar,married,primary,no,-288,yes,yes,cellular,may,667,1,0,unknown,yes
54,retired,married,secondary,no,1525,no,no,telephone,jul,1483,2,0,unknown,yes
28,management,single,tertiary,no,272,no,no,cellular,sep,266,1,2,success,yes
36,management,single,tertiary,no,472,yes,yes,cellular,apr,894,5,7,failure,yes
30,technician,single,secondary,no,839,no,no,cellular,aug,35,3,0,unknown,no
27,self-employed,single,secondary,no,160,yes,no,unknown,may,94,1,0,unknown,no
29,student,single,secondary,no,42,yes,no,unknown,may,181,3,0,unknown,no
34,unemployed,married,secondary,no,317,yes,yes,cellular,apr,274,1,1,failure,no
28,services,married,secondary,no,-589,yes,yes,cellular,jul,1235,7,0,unknown,yes
39,services,single,secondary,no,274,no,no,cellular,mar,195,1,0,unknown,yes
45,technician,single,secondary,no,851,yes,no,cellular,jul,186,2,0,unknown,no
41,self-employed,single,tertiary,no,3721,yes,no,unknown,may,93,2,0,unknown,no
59,admin.,married,secondary,no,13202,no,no,cellular,mar,111,1,0,unknown,yes
73,retired,married,unknown,no,720,no,no,cellular,sep,207,1,0,unknown,yes
30,services,single,tertiary,no,1667,no,no,cellular,aug,248,1,2,failure,yes
35,blue-collar,married,secondary,no,407,yes,no,cellular,jul,172,1,0,unknown,no
37,admin.,single,tertiary,no,3940,yes,no,cellular,aug,96,1,2,failure,no
46,management,married,tertiary,no,494,no,no,cellular,apr,949,1,1,failure,yes
47,blue-collar,married,secondary,no,2443,yes,no,cellular,may,596,1,1,other,no
52,blue-collar,married,secondary,no,679,yes,no,cellular,may,322,2,0,unknown,no
43,technician,single,unknown,no,11245,no,no,cellular,oct,467,1,2,success,yes
33,blue-collar,married,secondary,no,673,yes,no,cellular,apr,259,1,0,unknown,no
49,entrepreneur,married,secondary,no,-227,yes,no,cellular,may,343,1,0,unknown,no
35,management,married,tertiary,no,3369,no,no,cellular,aug,18,30,0,unknown,no
36,entrepreneur,married,tertiary,no,220,no,no,cellular,sep,61,1,0,unknown,no
54,management,divorced,tertiary,no,600,yes,no,cellular,may,168,2,0,unknown,no
37,blue-collar,married,secondary,no,640,yes,no,cellular,oct,360,1,1,failure,yes
33,admin.,married,secondary,no,-142,no,no,cellular,jul,229,2,0,unknown,no
46,blue-collar,married,secondary,no,702,yes,no,cellular,mar,244,1,4,success,yes
35,admin.,married,secondary,no,232,yes,no,cellular,jul,1645,2,0,unknown,yes
44,services,married,secondary,no,3714,no,no,cellular,jul,112,6,0,unknown,no
45,services,married,secondary,no,3003,no,no,cellular,nov,929,1,0,unknown,yes
24,student,single,secondary,no,4308,no,no,cellular,apr,923,4,7,failure,yes
46,admin.,married,secondary,no,198,no,no,unknown,jun,1270,1,0,unknown,yes
76,retired,married,tertiary,no,6069,no,no,cellular,may,790,1,4,success,yes
41,housemaid,married,primary,no,-76,no,no,cellular,apr,158,1,0,unknown,yes
52,management,married,tertiary,no,3581,no,no,cellular,feb,344,8,0,unknown,yes
32,management,divorced,tertiary,no,319,no,no,cellular,feb,14,5,0,unknown,no
42,housemaid,single,primary,no,442,yes,no,cellular,may,931,1,0,unknown,yes
36,management,single,tertiary,no,124,yes,no,cellular,apr,754,2,3,other,no
45,services,married,primary,no,4100,yes,no,unknown,sep,162,1,0,unknown,yes
49,housemaid,married,secondary,no,64,no,no,cellular,may,279,5,0,unknown,yes
29,blue-collar,married,secondary,no,-374,yes,no,cellular,may,577,2,4,failure,yes
42,services,single,secondary,no,-457,yes,yes,cellular,mar,192,4,0,unknown,yes
54,technician,married,secondary,no,573,no,yes,cellular,nov,150,1,1,failure,yes
36,management,married,tertiary,no,-45,no,no,cellular,aug,92,2,0,unknown,no
57,management,divorced,tertiary,no,3096,no,no,cellular,apr,506,1,0,unknown,yes
29,self-employed,single,tertiary,no,106,yes,no,unknown,may,1481,2,0,unknown,yes
25,management,single,tertiary,no,3652,no,no,cellular,sep,878,1,0,unknown,yes
24,student,single,primary,no,658,no,no,cellular,apr,514,1,0,unknown,yes
43,admin.,single,secondary,no,-54,no,no,telephone,nov,213,1,0,unknown,no
35,technician,divorced,secondary,no,5643,yes,no,unknown,may,719,10,0,unknown,yes
41,management,married,tertiary,no,12,yes,no,cellular,nov,908,3,0,unknown,yes
43,services,married,secondary,no,592,yes,no,unknown,may,59,1,0,unknown,no
33,blue-collar,single,secondary,no,480,no,no,cellular,aug,346,2,1,success,yes
40,management,married,tertiary,no,646,no,no,cellular,sep,285,2,0,unknown,no
52,technician,divorced,secondary,no,361,no,no,cellular,aug,139,2,0,unknown,no
40,management,married,tertiary,no,223,no,no,cellular,jul,761,8,0,unknown,no
45,services,single,secondary,no,718,yes,yes,unknown,may,637,2,0,unknown,no
25,technician,married,secondary,no,344,yes,no,cellular,jul,786,2,0,unknown,yes
47,unknown,married,unknown,no,1805,no,no,unknown,jun,61,2,0,unknown,no
69,retired,married,secondary,no,447,no,no,cellular,feb,457,1,0,unknown,yes
40,admin.,married,secondary,no,14927,no,no,cellular,jul,1369,4,0,unknown,yes
36,admin.,single,secondary,no,63,no,yes,cellular,feb,73,4,5,failure,yes
72,self-employed,married,tertiary,no,235,no,no,cellular,apr,467,1,0,unknown,yes
36,technician,married,tertiary,no,4905,yes,no,cellular,oct,218,2,2,success,yes
80,retired,married,secondary,no,8287,no,no,cellular,dec,483,2,9,success,yes
55,blue-collar,married,unknown,no,6136,no,no,cellular,aug,121,2,0,unknown,no
32,technician,married,tertiary,no,321,yes,yes,cellular,jul,84,3,0,unknown,no
49,admin.,single,secondary,no,-156,no,no,cellular,jul,902,4,0,unknown,yes
46,self-employed,married,primary,no,3415,no,no,cellular,aug,74,8,0,unknown,no
29,management,single,tertiary,no,305,no,no,cellular,apr,375,2,3,other,no
55,management,single,tertiary,no,-13,no,no,cellular,apr,151,3,0,unknown,no
40,management,single,secondary,no,304,no,no,unknown,jun,57,1,0,unknown,no
28,technician,single,tertiary,no,783,yes,no,unknown,may,339,3,0,unknown,no
33,management,single,tertiary,no,5628,no,no,cellular,oct,198,1,3,failure,yes
33,student,single,unknown,no,1191,no,no,cellular,apr,352,1,0,unknown,yes
27,management,single,tertiary,no,1979,no,no,cellular,jun,216,1,8,other,yes
29,blue-collar,married,secondary,no,564,yes,no,unknown,jun,142,1,0,unknown,no
60,blue-collar,married,primary,no,1503,yes,yes,unknown,may,1011,1,0,unknown,yes
59,entrepreneur,married,tertiary,no,3109,yes,no,unknown,jun,139,1,0,unknown,no
21,student,single,primary,no,3761,no,no,cellular,oct,306,1,3,failure,yes
30,management,married,tertiary,no,100,no,no,cellular,aug,649,7,0,unknown,yes
22,admin.,single,secondary,no,169,no,no,cellular,oct,212,1,0,unknown,yes
27,services,single,secondary,no,332,no,yes,cellular,jul,221,1,0,unknown,no
43,management,married,tertiary,no,-36,yes,no,cellular,jul,467,1,0,unknown,no
35,blue-collar,married,primary,no,484,yes,no,unknown,jun,909,1,0,unknown,yes
37,blue-collar,married,primary,no,3648,yes,no,unknown,may,440,1,0,unknown,no
44,blue-collar,divorced,primary,no,80,yes,no,unknown,may,228,2,0,unknown,no
76,retired,married,unknown,no,1867,no,no,telephone,oct,351,1,0,unknown,yes
39,entrepreneur,married,primary,no,441,yes,no,unknown,oct,136,1,0,unknown,yes
60,admin.,married,tertiary,no,1916,no,no,cellular,aug,930,6,0,unknown,yes
43,technician,married,secondary,no,836,yes,yes,cellular,may,67,1,0,unknown,no
32,admin.,single,secondary,no,241,no,no,cellular,may,544,2,0,unknown,yes
40,services,married,secondary,no,90,yes,no,cellular,jul,159,1,0,unknown,no
31,self-employed,single,tertiary,no,510,no,no,cellular,sep,329,4,1,success,yes
53,admin.,divorced,secondary,no,1220,yes,no,unknown,may,420,1,0,unknown,no
32,services,single,secondary,no,2777,no,no,cellular,jul,334,1,0,unknown,yes
53,blue-collar,married,secondary,no,310,yes,no,unknown,may,110,1,0,unknown,no
38,management,married,tertiary,no,53,yes,yes,cellular,jul,303,1,0,unknown,no
39,technician,married,secondary,no,3073,no,no,cellular,dec,479,1,0,unknown,yes
57,blue-collar,married,primary,no,110,no,no,unknown,jun,129,1,0,unknown,no
54,unemployed,married,tertiary,no,5344,no,no,unknown,may,284,1,0,unknown,no
40,management,single,tertiary,no,10990,no,no,unknown,jun,1547,1,0,unknown,yes
45,blue-collar,married,primary,no,1519,yes,no,cellular,may,191,1,0,unknown,no
30,admin.,single,secondary,no,29,yes,no,cellular,may,689,1,2,success,yes
31,blue-collar,single,secondary,no,284,yes,no,cellular,apr,2050,2,1,other,no
36,management,single,tertiary,no,1811,yes,no,cellular,apr,675,1,3,success,yes
32,admin.,married,secondary,no,-25,yes,no,cellular,nov,222,1,0,unknown,no
37,self-employed,divorced,tertiary,no,31,no,yes,unknown,jul,410,3,0,unknown,no
29,technician,single,secondary,no,656,yes,no,cellular,feb,401,1,1,other,no
39,management,married,tertiary,no,707,yes,no,cellular,jul,867,3,0,unknown,yes
31,management,married,tertiary,no,11052,no,no,cellular,aug,287,3,2,success,yes
35,management,single,tertiary,no,5767,yes,no,cellular,sep,167,1,1,success,yes
43,blue-collar,married,primary,no,325,no,yes,cellular,may,39,1,0,unknown,no
62,self-employed,divorced,tertiary,no,20,yes,no,cellular,oct,172,1,4,success,yes
23,management,single,tertiary,no,618,no,no,cellular,sep,1295,1,0,unknown,yes
36,admin.,single,secondary,no,347,yes,no,unknown,jun,116,1,0,unknown,no
73,management,married,tertiary,no,1461,no,no,cellular,jul,196,2,0,unknown,yes
34,admin.,divorced,secondary,no,101,yes,no,cellular,may,90,2,1,failure,no
59,retired,divorced,secondary,no,4349,no,no,cellular,oct,400,2,0,unknown,yes
30,student,single,secondary,no,240,no,no,cellular,dec,410,2,4,failure,yes
27,blue-collar,single,secondary,no,705,yes,yes,cellular,may,360,1,0,unknown,yes
53,retired,married,tertiary,no,7162,no,no,cellular,aug,94,2,0,unknown,no
51,entrepreneur,single,tertiary,no,3706,yes,no,cellular,nov,639,1,0,unknown,yes
38,blue-collar,married,primary,no,811,yes,no,telephone,feb,48,1,0,unknown,no
61,management,married,tertiary,no,5006,no,no,telephone,nov,394,1,0,unknown,yes
34,management,married,tertiary,no,792,no,no,cellular,apr,259,1,1,failure,yes
55,unemployed,single,primary,no,530,no,no,cellular,feb,9,5,0,unknown,no
33,admin.,single,secondary,no,650,no,no,cellular,nov,192,3,0,unknown,no
20,student,single,primary,no,6744,no,no,cellular,aug,194,2,0,unknown,yes
40,unemployed,single,tertiary,no,7930,no,no,cellular,sep,773,1,1,success,yes
48,management,married,tertiary,no,1171,no,no,cellular,jun,666,1,1,failure,yes
32,services,married,secondary,no,680,yes,yes,cellular,jun,159,3,0,unknown,yes
44,blue-collar,married,primary,no,-280,yes,no,unknown,jun,67,1,0,unknown,no
55,technician,married,secondary,no,605,no,no,cellular,aug,99,2,0,unknown,no
27,student,single,secondary,no,5844,no,no,cellular,may,252,1,5,failure,no
39,services,married,secondary,no,847,no,no,unknown,jun,88,4,0,unknown,no
30,technician,single,secondary,no,628,yes,no,telephone,nov,124,4,6,failure,no
54,management,married,tertiary,no,906,no,no,unknown,feb,413,1,0,unknown,yes
71,retired,divorced,primary,no,390,no,no,cellular,jun,279,1,1,success,yes
24,blue-collar,married,secondary,no,-395,yes,yes,unknown,jun,1247,1,0,unknown,yes
28,blue-collar,single,secondary,no,281,yes,no,cellular,jul,171,1,0,unknown,no
52,management,married,secondary,no,526,no,no,cellular,oct,419,1,1,failure,yes
44,self-employed,divorced,tertiary,no,1073,yes,no,cellular,nov,187,1,5,success,yes
51,management,married,tertiary,no,11332,yes,no,unknown,may,57,1,0,unknown,no
48,housemaid,single,primary,no,2560,yes,no,cellular,may,568,1,0,unknown,yes
45,blue-collar,married,primary,no,859,no,no,cellular,aug,93,3,0,unknown,no
45,management,divorced,tertiary,yes,-555,yes,no,unknown,jun,417,4,0,unknown,yes
25,technician,single,secondary,no,71,no,yes,cellular,jul,638,1,0,unknown,yes
53,technician,married,secondary,no,3932,no,yes,cellular,jul,111,3,0,unknown,no
57,blue-collar,married,secondary,no,1943,yes,no,telephone,may,6,2,0,unknown,no
28,unemployed,single,tertiary,no,160,yes,no,cellular,may,181,1,0,unknown,no
34,services,divorced,secondary,no,1072,no,no,cellular,jun,420,1,0,unknown,yes
51,retired,married,tertiary,no,745,no,no,cellular,aug,350,5,0,unknown,yes
50,admin.,single,secondary,no,-173,no,no,cellular,jul,858,4,0,unknown,yes
31,admin.,single,secondary,no,2471,yes,no,cellular,jul,127,2,0,unknown,no
59,retired,married,secondary,no,935,yes,yes,cellular,aug,220,1,0,unknown,no
34,management,married,tertiary,no,476,yes,no,cellular,nov,250,4,0,unknown,no
41,blue-collar,married,primary,no,1410,yes,no,cellular,may,758,2,3,failure,yes
49,admin.,single,secondary,no,759,yes,no,unknown,may,1256,3,0,unknown,yes
36,management,divorced,tertiary,no,150,no,no,cellular,aug,531,2,0,unknown,yes
28,blue-collar,married,secondary,no,0,no,no,cellular,jul,587,7,0,unknown,yes
32,admin.,single,secondary,no,-204,yes,no,cellular,nov,1974,1,0,unknown,yes
75,retired,married,secondary,no,192,no,no,cellular,aug,323,1,2,success,yes
45,admin.,divorced,tertiary,no,548,yes,no,cellular,mar,315,2,0,unknown,yes
54,technician,divorced,secondary,no,2152,yes,no,cellular,apr,270,1,5,success,yes
27,blue-collar,single,primary,no,491,no,no,cellular,jan,166,2,0,unknown,no
52,technician,single,secondary,no,257,yes,no,unknown,may,336,1,0,unknown,no
30,management,single,tertiary,no,140,no,no,cellular,mar,135,5,0,unknown,yes
38,admin.,single,secondary,no,-166,yes,yes,unknown,may,44,9,0,unknown,no
54,blue-collar,divorced,secondary,no,765,yes,no,cellular,may,324,2,0,unknown,no
27,blue-collar,single,secondary,no,-233,yes,no,unknown,may,125,2,0,unknown,no
50,management,married,tertiary,no,587,no,no,cellular,oct,191,1,1,success,yes
47,housemaid,married,tertiary,no,2071,no,no,cellular,apr,65,1,0,unknown,no
37,technician,single,secondary,no,6359,yes,no,unknown,may,101,1,0,unknown,no
29,services,divorced,secondary,no,-70,yes,no,cellular,may,1262,3,0,unknown,yes
52,blue-collar,married,secondary,no,4636,no,no,cellular,aug,8,10,0,unknown,no
33,management,married,tertiary,no,8797,no,no,cellular,mar,118,1,0,unknown,yes
44,technician,married,tertiary,no,739,no,no,cellular,jun,138,2,0,unknown,no
58,technician,married,secondary,no,10786,no,no,cellular,apr,98,1,0,unknown,yes
30,admin.,single,secondary,no,671,yes,no,unknown,may,336,1,0,unknown,no
26,technician,married,tertiary,no,-141,yes,yes,unknown,may,264,2,0,unknown,no
29,management,single,tertiary,no,741,no,no,cellular,apr,539,2,8,success,yes
59,management,married,secondary,no,-96,no,no,cellular,may,291,4,8,failure,no
26,student,single,unknown,no,2490,no,no,cellular,feb,93,2,0,unknown,no
47,entrepreneur,divorced,secondary,no,172,yes,yes,cellular,nov,125,1,0,unknown,no
31,admin.,married,secondary,no,1726,no,no,cellular,nov,1076,1,0,unknown,yes
33,services,single,tertiary,no,673,no,no,cellular,nov,553,1,0,unknown,yes
48,unemployed,married,secondary,no,207,no,no,cellular,jul,854,1,0,unknown,yes
39,unemployed,divorced,secondary,no,997,yes,no,unknown,jun,320,2,0,unknown,no
38,management,divorced,tertiary,no,1979,no,no,cellular,nov,662,1,0,unknown,yes
58,management,married,tertiary,no,3253,yes,no,cellular,nov,55,2,1,failure,no
72,retired,married,primary,no,2650,no,no,cellular,nov,155,2,1,success,yes
49,blue-collar,divorced,primary,no,-91,yes,no,cellular,may,175,2,7,failure,no
43,admin.,married,primary,no,-103,yes,no,cellular,aug,326,1,1,success,yes
38,blue-collar,married,secondary,no,641,yes,no,unknown,may,163,12,0,unknown,no
41,technician,single,tertiary,no,477,no,no,cellular,jul,199,1,5,failure,yes
32,blue-collar,married,tertiary,no,887,no,yes,cellular,jul,543,3,0,unknown,no
54,technician,married,tertiary,no,1250,no,no,cellular,aug,1405,5,0,unknown,yes
46,admin.,married,secondary,no,-41,yes,no,cellular,may,643,2,0,unknown,no
50,technician,married,secondary,no,3348,no,no,cellular,jun,153,2,0,unknown,yes
48,blue-collar,married,secondary,no,740,yes,no,telephone,feb,714,8,0,unknown,no
36,admin.,married,tertiary,no,762,yes,no,cellular,jan,120,1,0,unknown,no
32,management,single,tertiary,no,-91,yes,yes,cellular,nov,100,2,0,unknown,no
52,admin.,married,primary,no,343,no,no,cellular,aug,132,2,0,unknown,no
40,retired,married,secondary,no,-47,no,no,cellular,may,168,1,0,unknown,no
45,admin.,married,secondary,no,196,yes,no,cellular,aug,159,1,0,unknown,no
28,technician,married,secondary,no,524,yes,yes,unknown,may,271,2,0,unknown,no
